id,time,temperature,humidity,pressure,light_intensity,min_wind_direction,max_wind_direction,avg_wind_direction,min_wind_speed,max_wind_speed,avg_wind_speed,accum_rainfall,accum_rainfall_duration,rainfall_intensity,max_rainfall_intensity,heating_temperature,dumping_of_state,pm2_5,pm10
161,1681594539946286592,21.079999924,12.319999695,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,1
162,1681594551018865408,21.079999924,12.270000458,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,1,1
163,1681594562086878976,21.069999695,12.25,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
164,1681594574156090624,21.069999695,12.25,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
165,1681594586223710464,21.069999695,12.270000458,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,0,0
166,1681594597292231680,21.069999695,12.239999771,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,0,0
167,1681594609360378368,21.069999695,12.220000267,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
168,1681594620428910848,21.069999695,12.199999809,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
169,1681594632499264512,21.069999695,12.279999733,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
170,1681594644569126656,21.069999695,12.279999733,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
171,1681594656639815168,21.040000916,12.229999542,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,6
172,1681594667710357504,21.069999695,12.279999733,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,6
173,1681594679781615360,21.069999695,12.18999958,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,2
174,1681594690851889920,21.069999695,12.25,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,2
175,1681594701921403392,21.049999237,12.300000191,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
176,1681594712992129280,21.040000916,12.25,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,3,2
177,1681594725062855168,21.069999695,12.239999771,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.280000686645508,0,2,3
178,1681594737134040832,21.079999924,12.279999733,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.280000686645508,0,1,2
179,1681594748206007552,21.049999237,12.329999924,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.290000915527344,0,2,8
180,1681594759278467584,21.049999237,12.300000191,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,8
181,1681594770350664960,21.049999237,12.270000458,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,7
182,1681594782421941504,21.069999695,12.279999733,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,3
183,1681594793492571648,21.069999695,12.199999809,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,0,12.229999542
184,1681594804562737664,21.069999695,12.270000458,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,0,0
185,1681594815635586304,21.040000916,12.170000076,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
186,1681594827707058688,21.049999237,12.220000267,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,1
187,1681594839778961408,21.069999695,12.220000267,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,2
188,1681594851850617088,21.049999237,12.279999733,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,2
189,1681594863923745024,21.040000916,12.300000191,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,1,1
190,1681594874999205888,21.049999237,12.279999733,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
191,1681594886070704128,21.069999695,12.239999771,79470,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,1
192,1681594897143838464,21.040000916,12.220000267,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,2
193,1681594908217399040,21.040000916,12.149999619,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,2,1
194,1681594919289775616,21.040000916,12.170000076,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
195,1681594930367107584,21.069999695,12.149999619,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
196,1681594941441238016,21.049999237,12.149999619,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,1,2
197,1681594952515147264,21.049999237,12.100000381,79500,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
198,1681594963589165824,21.040000916,12.170000076,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,7
199,1681594974663017984,21.049999237,12.119999886,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,7
